ProteinID(Uniprot) DiseaseID(Uniprot) DiseaseID(OMIM) DiseaseID(MeSH) 
ARSA_HUMAN DI-00791 OMIM:272200 MeSH:D052517 
ARSB_HUMAN DI-00780 OMIM:253200 MeSH:D009087 
ARSB_HUMAN DI-00791 OMIM:272200 MeSH:D052517 
ARSG_HUMAN DI-05348 OMIM:618144 MeSH:D052245 
ARV1_HUMAN DI-04755 OMIM:617020 MeSH:D013036 
ARX_HUMAN DI-01175 OMIM:300004 MeSH:D009421 
ARX_HUMAN DI-00471 OMIM:308350 MeSH:D013036 
ARX_HUMAN DI-00724 OMIM:300419 MeSH:D038901 
ARX_HUMAN DI-00674 OMIM:300215 MeSH:D054082 
ASAH1_HUMAN DI-03504 OMIM:159950 MeSH:D014897 
ASAH1_HUMAN DI-03504 OMIM:159950 MeSH:D020191 
ASAH1_HUMAN DI-01606 OMIM:228000 MeSH:D055577 
ASB10_HUMAN DI-03767 OMIM:603383 MeSH:D005902 
ASCC1_HUMAN DI-03276 OMIM:614266 MeSH:D001471 
ASCC1_HUMAN DI-04682 OMIM:616867 MeSH:D009134 
ASH1L_HUMAN DI-05153 OMIM:617796 MeSH:D008607 
ASM_HUMAN DI-02053 OMIM:257200 MeSH:D052536 
ASM_HUMAN DI-02054 OMIM:607616 MeSH:D052537 
ASNS_HUMAN DI-03985 OMIM:615574 MeSH:D000592 
ASPG_HUMAN DI-00137 OMIM:208400 MeSH:D054880 
ASPH_HUMAN DI-04142 OMIM:601552 MeSH:D004479 
ASPH_HUMAN DI-04142 OMIM:601552 MeSH:D019465 
ASPM_HUMAN DI-00752 OMIM:608716 MeSH:D008831 
ASPN_HUMAN DI-01829 OMIM:603932 MeSH:D007405 
ASPN_HUMAN DI-02643 OMIM:607850 MeSH:D010003 
ASPN_HUMAN DI-01829 OMIM:603932 MeSH:D055959 
ASSY_HUMAN DI-00309 OMIM:215700 MeSH:D020159 
ASXL1_HUMAN DI-01304 OMIM:605039 MeSH:D003398 
ASXL1_HUMAN DI-03291 OMIM:614286 MeSH:D009190 
ASXL2_HUMAN DI-04877 OMIM:617190 MeSH:D065886 
ASXL3_HUMAN DI-03920 OMIM:615485 MeSH:D000015 
AT11C_HUMAN DI-05302 OMIM:301015 MeSH:D000745 
AT132_HUMAN DI-04938 OMIM:617225 MeSH:D015419 
AT132_HUMAN DI-01870 OMIM:606693 MeSH:D020734 
AT1A1_HUMAN DI-05276 OMIM:618036 MeSH:D002607 
AT1A1_HUMAN DI-05475 OMIM:618314 MeSH:D008607 
AT1A1_HUMAN DI-05475 OMIM:618314 MeSH:D012640 
AT1A1_HUMAN DI-05475 OMIM:618314 MeSH:D015499 
AT1A2_HUMAN DI-00084 OMIM:104290 MeSH:D006429 
AT1A2_HUMAN DI-01571 OMIM:602481 MeSH:D020325 
AT1A3_HUMAN DI-04236 OMIM:601338 MeSH:D002524 
AT1A3_HUMAN DI-00419 OMIM:128235 MeSH:D004421 
AT1A3_HUMAN DI-04236 OMIM:601338 MeSH:D005532 
AT1A3_HUMAN DI-04236 OMIM:601338 MeSH:D006319 
AT1A3_HUMAN DI-03527 OMIM:614820 MeSH:D006429 
AT1A3_HUMAN DI-04236 OMIM:601338 MeSH:D009896 
AT2A1_HUMAN DI-00200 OMIM:601003 MeSH:D009120 
AT2A2_HUMAN DI-00030 OMIM:101900 MeSH:D007642 
AT2A2_HUMAN DI-01473 OMIM:124200 MeSH:D007644 
AT2B3_HUMAN DI-03640 OMIM:302500 MeSH:D009849 
AT2L2_HUMAN DI-03669 OMIM:615011 MeSH:D008661 
AT8A2_HUMAN DI-03773 OMIM:615268 MeSH:D002524 
AT8A2_HUMAN DI-03773 OMIM:615268 MeSH:D008607 
AT8B1_HUMAN DI-00600 OMIM:147480 MeSH:D002780 
ATD3A_HUMAN DI-05789 OMIM:618810 MeSH:D000015 
ATD3A_HUMAN DI-05789 OMIM:618810 MeSH:D002526 
ATD3A_HUMAN DI-04881 OMIM:617183 MeSH:D065886 
ATF1_HUMAN DI-02611 OMIM:612160 MeSH:D051677 
ATF6A_HUMAN DI-04499 OMIM:616517 MeSH:D003117 
ATG5_HUMAN DI-05044 OMIM:617584 MeSH:D002524 
ATG5_HUMAN DI-05044 OMIM:617584 MeSH:D013132 
ATL2_HUMAN DI-01652 OMIM:231050 MeSH:D004392 
ATL4_HUMAN DI-01244 OMIM:225100 MeSH:D004479 
ATL4_HUMAN DI-03690 OMIM:225200 MeSH:D011681 
ATLA1_HUMAN DI-03056 OMIM:613708 MeSH:D009477 
ATLA1_HUMAN DI-01035 OMIM:182600 MeSH:D015419 
ATLA3_HUMAN DI-04037 OMIM:615632 MeSH:D009477 
ATM_HUMAN DI-00139 OMIM:208900 MeSH:D001260 
ATN1_HUMAN DI-05610 OMIM:618494 MeSH:D065886 
ATNG_HUMAN DI-00577 OMIM:154020 MeSH:D015499 
ATOH7_HUMAN DI-03277 OMIM:221900 MeSH:D012163 
ATP5E_HUMAN DI-03148 OMIM:614053 MeSH:D017237 
ATP6_HUMAN DI-04410 OMIM:500011 MeSH:D000140 
ATP6_HUMAN DI-04410 OMIM:500011 MeSH:D000756 
ATP6_HUMAN DI-04887 OMIM:500010 MeSH:D001259 
ATP6_HUMAN DI-04888 OMIM:500006 MeSH:D002312 
ATP6_HUMAN DI-01886 OMIM:256000 MeSH:D007888 
ATP6_HUMAN DI-04887 OMIM:500010 MeSH:D011115 
ATP6_HUMAN DI-02048 OMIM:551500 MeSH:D012174 
ATP6_HUMAN DI-04887 OMIM:500010 MeSH:D028361 
ATP6_HUMAN DI-00640 OMIM:535000 MeSH:D029242 
ATP7A_HUMAN DI-00880 OMIM:304150 MeSH:D003483 
ATP7A_HUMAN DI-00706 OMIM:309400 MeSH:D007706 
ATP7A_HUMAN DI-02799 OMIM:300489 MeSH:D009134 
ATP7B_HUMAN DI-01146 OMIM:277900 MeSH:D006527 
ATP8_HUMAN DI-04888 OMIM:500006 MeSH:D002312 
ATP8_HUMAN DI-03713 OMIM:516070 MeSH:D028361 
ATPA_HUMAN DI-03740 OMIM:615228 MeSH:D017237 
ATPA_HUMAN DI-04243 OMIM:616045 MeSH:D028361 
ATPD_HUMAN DI-05335 OMIM:618120 MeSH:D017237 
ATPF2_HUMAN DI-01381 OMIM:604273 MeSH:D017237 
ATRX_HUMAN DI-01180 OMIM:300448 MeSH:D009190 
ATRX_HUMAN DI-01180 OMIM:300448 MeSH:D017085 
ATRX_HUMAN DI-02428 OMIM:301040 MeSH:D038901 
ATR_HUMAN DI-01008 OMIM:210600 MeSH:D004392 
ATR_HUMAN DI-01008 OMIM:210600 MeSH:D008831 
ATR_HUMAN DI-03427 OMIM:614564 MeSH:D009386 
ATR_HUMAN DI-03427 OMIM:614564 MeSH:D013684 
ATS10_HUMAN DI-01143 OMIM:277600 MeSH:D056846 
ATS13_HUMAN DI-01421 OMIM:274150 MeSH:D011697 
ATS17_HUMAN DI-02827 OMIM:613195 MeSH:D004392 
ATS17_HUMAN DI-02827 OMIM:613195 MeSH:D015785 
ATS18_HUMAN DI-03907 OMIM:615458 MeSH:D005128 
ATS18_HUMAN DI-03907 OMIM:615458 MeSH:D019465 
ATS2_HUMAN DI-00444 OMIM:225410 MeSH:D004535 
ATS3_HUMAN DI-05355 OMIM:618154 MeSH:D008201 
ATS3_HUMAN DI-05355 OMIM:618154 MeSH:D008209 
ATTY_HUMAN DI-01108 OMIM:276600 MeSH:D020176 
ATX10_HUMAN DI-01073 OMIM:603516 MeSH:D020754 
ATX1_HUMAN DI-01066 OMIM:164400 MeSH:D020754 
ATX2_HUMAN DI-02859 OMIM:183090 MeSH:D000690 
ATX2_HUMAN DI-01067 OMIM:183090 MeSH:D020754 
ATX3_HUMAN DI-01068 OMIM:109150 MeSH:D020754 
ATX7_HUMAN DI-01071 OMIM:164500 MeSH:D020754 
AUHM_HUMAN DI-00004 OMIM:250950 MeSH:D000592 
AURKC_HUMAN DI-01927 OMIM:243060 MeSH:D007248 
AUTS2_HUMAN DI-04120 OMIM:615834 MeSH:D008607 
AUXI_HUMAN DI-03961 OMIM:615528 MeSH:D010300 
AVIL_HUMAN DI-05664 OMIM:618594 MeSH:D009404 
AVR2B_HUMAN DI-01884 OMIM:613751 MeSH:D059446 
AXIN1_HUMAN DI-02877 OMIM:607864 MeSH:D000015 
AXIN1_HUMAN DI-01708 OMIM:114550 MeSH:D006528 
AXIN2_HUMAN DI-01359 OMIM:114500 MeSH:D015179 
B2MG_HUMAN DI-01765 OMIM:241600 MeSH:D007153 
B2MG_HUMAN DI-00104 OMIM:105200 MeSH:D028226 
B3AT_HUMAN DI-01207 OMIM:179800 MeSH:D000141 
B3AT_HUMAN DI-04609 OMIM:185020 MeSH:D000745 
B3AT_HUMAN DI-00448 OMIM:166900 MeSH:D004612 
B3GA3_HUMAN DI-03269 OMIM:245600 MeSH:D000015 
B3GA3_HUMAN DI-03269 OMIM:245600 MeSH:D004204 
B3GL2_HUMAN DI-03747 OMIM:615181 MeSH:D058494 
B3GLT_HUMAN DI-02158 OMIM:261540 MeSH:D002971 
B3GLT_HUMAN DI-02158 OMIM:261540 MeSH:D006130 
B3GLT_HUMAN DI-02158 OMIM:261540 MeSH:D017880 
B3GT6_HUMAN DI-05819 OMIM:609465 MeSH:D000015 
B3GT6_HUMAN DI-03844 OMIM:615349 MeSH:D004535 
B3GT6_HUMAN DI-03845 OMIM:271640 MeSH:D010009 
B4GN1_HUMAN DI-03866 OMIM:609195 MeSH:D015419 
B4GT1_HUMAN DI-00349 OMIM:607091 MeSH:D018981 
B4GT7_HUMAN DI-00435 OMIM:130070 MeSH:D004535 
B9D1_HUMAN DI-04819 OMIM:617120 MeSH:D002526 
B9D1_HUMAN DI-03221 OMIM:614209 MeSH:D002925 
B9D1_HUMAN DI-03221 OMIM:614209 MeSH:D004677 
B9D1_HUMAN DI-04819 OMIM:617120 MeSH:D005124 
B9D1_HUMAN DI-03221 OMIM:614209 MeSH:D007690 
B9D1_HUMAN DI-04819 OMIM:617120 MeSH:D052177 
B9D2_HUMAN DI-05148 OMIM:614175 MeSH:D002526 
B9D2_HUMAN DI-03233 OMIM:614175 MeSH:D002925 
B9D2_HUMAN DI-03233 OMIM:614175 MeSH:D004677 
B9D2_HUMAN DI-05148 OMIM:614175 MeSH:D005124 
B9D2_HUMAN DI-03233 OMIM:614175 MeSH:D007690 
B9D2_HUMAN DI-05148 OMIM:614175 MeSH:D052177 
BAAT_HUMAN DI-06059 OMIM:619232 MeSH:D008661 
BACH2_HUMAN DI-05539 OMIM:618394 MeSH:D007153 
BAF_HUMAN DI-03175 OMIM:614008 MeSH:D011371 
BAG3_HUMAN DI-03042 OMIM:613881 MeSH:D002311 
BAG3_HUMAN DI-02541 OMIM:612954 MeSH:D020914 
BANK1_HUMAN DI-02648 OMIM:152700 MeSH:D008180 
BAP1_HUMAN DI-03213 OMIM:156240 MeSH:D008654 
BAP1_HUMAN DI-03304 OMIM:614327 MeSH:D009386 
BAP31_HUMAN DI-03930 OMIM:300475 MeSH:D004421 
BAP31_HUMAN DI-03930 OMIM:300475 MeSH:D006319 
BAP31_HUMAN DI-03930 OMIM:300475 MeSH:D008607 
BAT1_HUMAN DI-01468 OMIM:220100 MeSH:D003555 
BBIP1_HUMAN DI-04077 OMIM:615995 MeSH:D020788 
BBS10_HUMAN DI-00168 OMIM:615987 MeSH:D020788 
BBS12_HUMAN DI-01269 OMIM:615989 MeSH:D020788 
BBS1_HUMAN DI-03107 OMIM:209900 MeSH:D020788 
BBS2_HUMAN DI-04520 OMIM:616562 MeSH:D012174 
BBS2_HUMAN DI-00160 OMIM:615981 MeSH:D020788 
BBS4_HUMAN DI-00162 OMIM:615982 MeSH:D020788 
BBS5_HUMAN DI-00163 OMIM:615983 MeSH:D020788 
BBS7_HUMAN DI-00165 OMIM:615984 MeSH:D020788 
BC11A_HUMAN DI-04812 OMIM:617101 MeSH:D065886 
BC11B_HUMAN DI-04911 OMIM:617237 MeSH:D016511 
BC11B_HUMAN DI-05315 OMIM:618092 MeSH:D065886 
BCAT2_HUMAN DI-05797 OMIM:618850 MeSH:D000592 
BCDO1_HUMAN DI-01210 OMIM:115300 MeSH:D014802 
BCKD_HUMAN DI-03567 OMIM:614923 MeSH:D001321 
BCKD_HUMAN DI-03567 OMIM:614923 MeSH:D004827 
BCKD_HUMAN DI-03567 OMIM:614923 MeSH:D008607 
BCKD_HUMAN DI-03567 OMIM:614923 MeSH:D020739 
BCL10_HUMAN DI-04266 OMIM:616098 MeSH:D007153 
BCL10_HUMAN DI-04738 OMIM:137245 MeSH:D018442 
BCORL_HUMAN DI-05604 OMIM:301029 MeSH:D065886 
BCOR_HUMAN DI-00761 OMIM:300166 MeSH:D008850 
BCR_HUMAN DI-03735 OMIM:608232 MeSH:D015464 
BCS1_HUMAN DI-01285 OMIM:262000 MeSH:D006201 
BCS1_HUMAN DI-01285 OMIM:262000 MeSH:D006319 
BCS1_HUMAN DI-01982 OMIM:124000 MeSH:D017237 
BDNF_HUMAN DI-01391 OMIM:209880 MeSH:D007040 
BDNF_HUMAN DI-01391 OMIM:209880 MeSH:D020182 
BDP1_HUMAN DI-05438 OMIM:618257 MeSH:D006319 
BEAN1_HUMAN DI-01060 OMIM:117210 MeSH:D020754 
BEST1_HUMAN DI-01125 OMIM:193220 MeSH:D012162 
BEST1_HUMAN DI-00187 OMIM:611809 MeSH:D012164 
BEST1_HUMAN DI-01386 OMIM:613194 MeSH:D012174 
BEST1_HUMAN DI-01125 OMIM:193220 MeSH:D015862 
BEST1_HUMAN DI-01124 OMIM:153700 MeSH:D057826 
BFSP1_HUMAN DI-01235 OMIM:611391 MeSH:D002386 
BFSP2_HUMAN DI-01215 OMIM:611597 MeSH:D002386 
BGAL_HUMAN DI-00779 OMIM:253010 MeSH:D009085 
BGAL_HUMAN DI-00532 OMIM:230500 MeSH:D016537 
BGH3_HUMAN DI-01535 OMIM:121820 MeSH:D003317 
BGH3_HUMAN DI-01428 OMIM:122200 MeSH:D028226 
BGLR_HUMAN DI-00781 OMIM:253220 MeSH:D016538 
BHA09_HUMAN DI-04787 OMIM:607539 MeSH:D005532 
BHA09_HUMAN DI-04787 OMIM:607539 MeSH:D006228 
BHA09_HUMAN DI-04323 OMIM:609432 MeSH:D013576 
BHA09_HUMAN DI-03954 OMIM:612576 MeSH:D017880 
BICC1_HUMAN DI-03361 OMIM:601331 MeSH:D021782 
BICD2_HUMAN DI-05467 OMIM:618291 MeSH:D001176 
BICD2_HUMAN DI-03814 OMIM:615290 MeSH:D009134 
BIEA_HUMAN DI-03209 OMIM:614156 MeSH:D002779 
BIG2_HUMAN DI-00911 OMIM:608097 MeSH:D054091 
BIN1_HUMAN DI-00253 OMIM:255200 MeSH:D020914 
BL1S3_HUMAN DI-00564 OMIM:614077 MeSH:D022861 
BLK_HUMAN DI-02787 OMIM:613375 MeSH:D003924 
BLM_HUMAN DI-00191 OMIM:210900 MeSH:D001816 
BLNK_HUMAN DI-02874 OMIM:613502 MeSH:D000361 
BMP15_HUMAN DI-02194 OMIM:300510 MeSH:D016649 
BMP15_HUMAN DI-02116 OMIM:300510 MeSH:D023961 
BMP1_HUMAN DI-03557 OMIM:614856 MeSH:D010013 
BMP2_HUMAN DI-05196 OMIM:617877 MeSH:D001848 
BMP2_HUMAN DI-00195 OMIM:112600 MeSH:D059327 
BMP4_HUMAN DI-00830 OMIM:600625 MeSH:D002971 
BMP4_HUMAN DI-00764 OMIM:607932 MeSH:D008850 
BMPER_HUMAN DI-03157 OMIM:608022 MeSH:D004413 
BMPR2_HUMAN DI-00942 OMIM:178600 MeSH:D006976 
BMPR2_HUMAN DI-02233 OMIM:265450 MeSH:D011668 
BMR1A_HUMAN DI-01724 OMIM:610069 MeSH:D018256 
BMR1B_HUMAN DI-00033 OMIM:609441 MeSH:D004392 
BMR1B_HUMAN DI-00033 OMIM:609441 MeSH:D010009 
BMR1B_HUMAN DI-00195 OMIM:112600 MeSH:D059327 
BMS1_HUMAN DI-04202 OMIM:107600 MeSH:D004476 
BNC1_HUMAN DI-05724 OMIM:618723 MeSH:D016649 
BNC2_HUMAN DI-05673 OMIM:618612 MeSH:D014570 
BOLA3_HUMAN DI-03294 OMIM:614299 MeSH:D028361 
BPL1_HUMAN DI-00565 OMIM:253270 MeSH:D028922 
BPTF_HUMAN DI-05137 OMIM:617755 MeSH:D065886 
BRAF_HUMAN DI-01318 OMIM:115150 MeSH:D004476 
BRAF_HUMAN DI-01318 OMIM:115150 MeSH:D006330 
BRAF_HUMAN DI-02205 OMIM:211980 MeSH:D008175 
BRAF_HUMAN DI-02990 OMIM:613706 MeSH:D009634 
BRAF_HUMAN DI-01359 OMIM:114500 MeSH:D015179 
BRAF_HUMAN DI-02991 OMIM:613707 MeSH:D044542 
BRAT1_HUMAN DI-03404 OMIM:614498 MeSH:D009127 
BRAT1_HUMAN DI-03404 OMIM:614498 MeSH:D012640 
BRAT1_HUMAN DI-05303 OMIM:618056 MeSH:D065886 
BRCA1_HUMAN DI-02602 OMIM:114480 MeSH:D001943 
BRCA1_HUMAN DI-05209 OMIM:617883 MeSH:D005199 
BRCA1_HUMAN DI-01655 OMIM:167000 MeSH:D010051 
BRCA1_HUMAN DI-03281 OMIM:614320 MeSH:D010190 
BRCA2_HUMAN DI-02602 OMIM:114480 MeSH:D001943 
BRCA2_HUMAN DI-01601 OMIM:605724 MeSH:D005199 
BRCA2_HUMAN DI-02629 OMIM:613029 MeSH:D005910 
BRCA2_HUMAN DI-02603 OMIM:612555 MeSH:D010051 
BRCA2_HUMAN DI-02847 OMIM:613347 MeSH:D010190 
BRDT_HUMAN DI-05077 OMIM:617644 MeSH:D007248 
BRPF1_HUMAN DI-04946 OMIM:617333 MeSH:D065886 
BRWD3_HUMAN DI-01967 OMIM:300659 MeSH:D038901 
BSCL2_HUMAN DI-05984 OMIM:619112 MeSH:D009134 
BSCL2_HUMAN DI-01050 OMIM:270685 MeSH:D010264 
BSCL2_HUMAN DI-01050 OMIM:270685 MeSH:D015419 
BSCL2_HUMAN DI-04174 OMIM:615924 MeSH:D020271 
BSCL2_HUMAN DI-00355 OMIM:269700 MeSH:D052497 
BSND_HUMAN DI-00176 OMIM:602522 MeSH:D001477 
BTBD9_HUMAN DI-02843 OMIM:611185 MeSH:D012148 
BTD_HUMAN DI-00189 OMIM:253260 MeSH:D028921 
BTG4_HUMAN DI-05911 OMIM:619009 MeSH:D007247 
BTK_HUMAN DI-02446 OMIM:307200 MeSH:D000361 
BTK_HUMAN DI-02446 OMIM:307200 MeSH:D004393 
BTNL2_HUMAN DI-02732 OMIM:612387 MeSH:D012507 
BUB1B_HUMAN DI-01994 OMIM:257300 MeSH:D025063 
C10_HUMAN DI-03719 OMIM:218340 MeSH:D003103 
C10_HUMAN DI-03719 OMIM:218340 MeSH:D019465 
C10_HUMAN DI-03719 OMIM:218340 MeSH:D061085 
C11B1_HUMAN DI-00044 OMIM:202010 MeSH:D000312 
C11B1_HUMAN DI-02693 OMIM:103900 MeSH:D006929 
C11B2_HUMAN DI-02693 OMIM:103900 MeSH:D006929 
C19L1_HUMAN DI-04290 OMIM:616127 MeSH:D002524 
C19L1_HUMAN DI-04290 OMIM:616127 MeSH:D013132 
C1GLC_HUMAN DI-02372 OMIM:300622 MeSH:D006402 
C1QA_HUMAN DI-01305 OMIM:613652 MeSH:D007105 
C1QBP_HUMAN DI-05115 OMIM:617713 MeSH:D028361 
C1QB_HUMAN DI-01305 OMIM:613652 MeSH:D007105 
C1QC_HUMAN DI-01305 OMIM:613652 MeSH:D007105 
C1R_HUMAN DI-04848 OMIM:130080 MeSH:D004535 
C1S_HUMAN DI-04849 OMIM:617174 MeSH:D004535 
C1S_HUMAN DI-02293 OMIM:613783 MeSH:D007105 
C1TC_HUMAN DI-05147 OMIM:617780 MeSH:D008661 
C1TC_HUMAN DI-01359 OMIM:114500 MeSH:D015179 
C2CD3_HUMAN DI-04201 OMIM:615948 MeSH:D009958 
C2D1A_HUMAN DI-00716 OMIM:608443 MeSH:D008607 
C2D2A_HUMAN DI-05978 OMIM:619111 MeSH:D001259 
C2D2A_HUMAN DI-00612 OMIM:612285 MeSH:D002526 
C2D2A_HUMAN DI-00704 OMIM:612284 MeSH:D002925 
C2D2A_HUMAN DI-05978 OMIM:619111 MeSH:D003103 
C2D2A_HUMAN DI-00704 OMIM:612284 MeSH:D004677 
C2D2A_HUMAN DI-00612 OMIM:612285 MeSH:D005124 
C2D2A_HUMAN DI-00704 OMIM:612284 MeSH:D007690 
C2D2A_HUMAN DI-05978 OMIM:619111 MeSH:D008107 
C2D2A_HUMAN DI-00612 OMIM:612285 MeSH:D052177 
C2TA_HUMAN DI-00171 OMIM:209920 MeSH:D016511 
C560_HUMAN DI-01218 OMIM:605373 MeSH:D010235 
CA2D2_HUMAN DI-05616 OMIM:618501 MeSH:D004827 
CA2D2_HUMAN DI-05616 OMIM:618501 MeSH:D065886 
CABP2_HUMAN DI-03553 OMIM:614899 MeSH:D006319 
CABP4_HUMAN DI-00378 OMIM:610427 MeSH:D014786 
CAC1A_HUMAN DI-00476 OMIM:108500 MeSH:D001259 
CAC1A_HUMAN DI-04836 OMIM:617106 MeSH:D013036 
CAC1A_HUMAN DI-01570 OMIM:141500 MeSH:D020325 
CAC1A_HUMAN DI-01070 OMIM:183086 MeSH:D020754 
CAC1B_HUMAN DI-05607 OMIM:618497 MeSH:D065886 
CAC1C_HUMAN DI-02370 OMIM:601005 MeSH:D008133 
CAC1C_HUMAN DI-02370 OMIM:601005 MeSH:D013576 
CAC1C_HUMAN DI-00204 OMIM:611875 MeSH:D053840 
CAC1D_HUMAN DI-03562 OMIM:614896 MeSH:D001146 
CAC1D_HUMAN DI-03908 OMIM:615474 MeSH:D006929 
CAC1D_HUMAN DI-03908 OMIM:615474 MeSH:D012640 
CAC1E_HUMAN DI-05449 OMIM:618285 MeSH:D013036 
CAC1F_HUMAN DI-00376 OMIM:300071 MeSH:D009755 
CAC1F_HUMAN DI-01163 OMIM:300600 MeSH:D014786 
CAC1F_HUMAN DI-00328 OMIM:300476 MeSH:D058499 
CAC1G_HUMAN DI-04644 OMIM:616795 MeSH:D020754 
CAC1H_HUMAN DI-00594 OMIM:611942 MeSH:D004829 
CAC1H_HUMAN DI-03307 OMIM:611942 MeSH:D004832 
CAC1H_HUMAN DI-04759 OMIM:617027 MeSH:D006929 
CAC1S_HUMAN DI-02368 OMIM:188580 MeSH:D010245 
CAC1S_HUMAN DI-00907 OMIM:170400 MeSH:D020514 
CACB2_HUMAN DI-00205 OMIM:611876 MeSH:D053840 
CACB4_HUMAN DI-03073 OMIM:613855 MeSH:D001259 
CACB4_HUMAN DI-00593 OMIM:607682 MeSH:D004829 
CACB4_HUMAN DI-00614 OMIM:607682 MeSH:D020190 
CACP_HUMAN DI-05218 OMIM:617917 MeSH:D001480 
CACP_HUMAN DI-05218 OMIM:617917 MeSH:D019150 
CACP_HUMAN DI-05218 OMIM:617917 MeSH:D019189 
CAD11_HUMAN DI-05231 OMIM:211380 MeSH:D000015 
CAD15_HUMAN DI-00711 OMIM:612580 MeSH:D008607 
CAD23_HUMAN DI-00862 OMIM:601386 MeSH:D006319 
CAD23_HUMAN DI-05087 OMIM:617540 MeSH:D010911 
CAD23_HUMAN DI-01114 OMIM:601067 MeSH:D052245 
CADH1_HUMAN DI-03803 OMIM:137215 MeSH:D001943 
CADH1_HUMAN DI-05103 OMIM:119580 MeSH:D002972 
CADH1_HUMAN DI-05103 OMIM:119580 MeSH:D005141 
CADH1_HUMAN DI-01655 OMIM:167000 MeSH:D010051 
CADH1_HUMAN DI-01645 OMIM:137215 MeSH:D013274 
CADH1_HUMAN DI-05103 OMIM:119580 MeSH:D014071 
CADH1_HUMAN DI-01526 OMIM:608089 MeSH:D016889 
CADH2_HUMAN DI-05863 OMIM:618920 MeSH:D019571 
CADH2_HUMAN DI-05864 OMIM:618929 MeSH:D065886 
CADH3_HUMAN DI-00433 OMIM:225280 MeSH:D004476 
CADH3_HUMAN DI-01803 OMIM:601553 MeSH:D007039 
CADH3_HUMAN DI-00433 OMIM:225280 MeSH:D008268 
CADH3_HUMAN DI-00433 OMIM:225280 MeSH:D017880 
CAF17_HUMAN DI-04475 OMIM:616451 MeSH:D015419 
CAF17_HUMAN DI-03800 OMIM:615330 MeSH:D028361 
CAH12_HUMAN DI-03013 OMIM:143860 MeSH:D006945 
CAH2_HUMAN DI-01252 OMIM:259730 MeSH:D000141 
CAH2_HUMAN DI-01252 OMIM:259730 MeSH:D010022 
CAH4_HUMAN DI-00983 OMIM:600852 MeSH:D012174 
CAH5A_HUMAN DI-04105 OMIM:615751 MeSH:D022124 
CAH8_HUMAN DI-02743 OMIM:613227 MeSH:D002524 
CAH8_HUMAN DI-02743 OMIM:613227 MeSH:D008607 
CALRL_HUMAN DI-05757 OMIM:618773 MeSH:D015160 
CAN10_HUMAN DI-02781 OMIM:601283 MeSH:D003924 
CAN1_HUMAN DI-04733 OMIM:616907 MeSH:D015419 
CAN3_HUMAN DI-00658 OMIM:253600 MeSH:D049288 
CAN5_HUMAN DI-03622 OMIM:193235 MeSH:D018630 
CANT1_HUMAN DI-02521 OMIM:251450 MeSH:D004392 
CANT1_HUMAN DI-02521 OMIM:251450 MeSH:D007593 
CANT1_HUMAN DI-05118 OMIM:617719 MeSH:D010009 
CANT1_HUMAN DI-02521 OMIM:251450 MeSH:D019465 
CAPON_HUMAN DI-06009 OMIM:619155 MeSH:D009404 
CAR11_HUMAN DI-03761 OMIM:615206 MeSH:D007153 
CAR11_HUMAN DI-04476 OMIM:616452 MeSH:D008218 
CAR14_HUMAN DI-03513 OMIM:173200 MeSH:D010916 
CAR14_HUMAN DI-03462 OMIM:602723 MeSH:D011565 
CARD8_HUMAN DI-05954 OMIM:619079 MeSH:D015212 
CARD9_HUMAN DI-02578 OMIM:212050 MeSH:D002178 
CASPA_HUMAN DI-02971 OMIM:613659 MeSH:D013274 
CASPA_HUMAN DI-00157 OMIM:603909 MeSH:D056735 
CASPE_HUMAN DI-04921 OMIM:617320 MeSH:D017490 
CASQ1_HUMAN DI-03765 OMIM:160565 MeSH:D020914 
CASQ2_HUMAN DI-00250 OMIM:611938 MeSH:D017180 
CASR_HUMAN DI-02484 OMIM:612899 MeSH:D004829 
CASR_HUMAN DI-01588 OMIM:145980 MeSH:D006934 
CASR_HUMAN DI-03841 OMIM:601198 MeSH:D006996 
CASR_HUMAN DI-02039 OMIM:239200 MeSH:D049950 
CATA_HUMAN DI-00016 OMIM:614097 MeSH:D020642 
CATB_HUMAN DI-05321 OMIM:148370 MeSH:D004890 
CATC_HUMAN DI-00539 OMIM:245010 MeSH:D007645 
CATC_HUMAN DI-00900 OMIM:245000 MeSH:D010214 
CATC_HUMAN DI-01853 OMIM:170650 MeSH:D010520 
CATD_HUMAN DI-00818 OMIM:610127 MeSH:D009472 
CATF_HUMAN DI-03853 OMIM:615362 MeSH:D009472 
CATK_HUMAN DI-00964 OMIM:265800 MeSH:D058631 
CAV1_HUMAN DI-03836 OMIM:615343 MeSH:D006976 
CAV1_HUMAN DI-04108 OMIM:606721 MeSH:D052496 
CAV1_HUMAN DI-00356 OMIM:612526 MeSH:D052497 
CAV3_HUMAN DI-00686 OMIM:611818 MeSH:D008133 
CAV3_HUMAN DI-02270 OMIM:606072 MeSH:D009135 
CAV3_HUMAN DI-01096 OMIM:272120 MeSH:D013398 
CAV3_HUMAN DI-00232 OMIM:192600 MeSH:D024741 
CAV3_HUMAN DI-03297 OMIM:614321 MeSH:D049310 
CBL_HUMAN DI-02913 OMIM:613563 MeSH:D019465 
CBPA6_HUMAN DI-03335 OMIM:614418 MeSH:D003294 
